,raw material 1,raw material 2,raw material 3,temperature,time
7565,0.51,0.37,0.12,94,110
7566,0.4,0.27,0.33,99,80
7567,0.4,0.43,0.17,56,60
7568,0.56,0.03,0.4,85,40
7569,0.09,0.32,0.59,89,130
7570,0.43,0.06,0.51,105,70
7571,0.0,0.47000000000000003,0.53,108,10
7572,0.14,0.35000000000000003,0.5,55,130
7573,0.39,0.25,0.36,105,10
7574,0.24,0.07,0.6900000000000001,44,130
7575,0.39,0.16,0.46,91,100
7576,0.21,0.29,0.49,109,40
7577,0.31,0.43,0.25,50,60
7578,0.04,0.54,0.42,98,130
7579,0.67,0.01,0.32,109,40
7580,0.3,0.27,0.43,92,80
7581,0.42,0.27,0.3,42,110
7582,0.29,0.36,0.35000000000000003,48,90
7583,0.5700000000000001,0.14,0.29,92,40
7584,0.39,0.25,0.36,84,80
7585,0.06,0.46,0.49,87,100
7586,0.4,0.13,0.47000000000000003,87,90
7587,0.25,0.33,0.42,61,10
7588,0.36,0.52,0.12,41,40
7589,0.52,0.05,0.42,67,90
7590,0.53,0.32,0.15,94,60
7591,0.61,0.2,0.19,103,30
7592,0.37,0.24,0.39,77,20
7593,0.22,0.28,0.5,80,100
7594,0.5,0.36,0.14,49,50
7595,0.53,0.35000000000000003,0.12,101,20
7596,0.9500000000000001,0.03,0.02,80,100
7597,0.33,0.07,0.6,54,70
7598,0.36,0.36,0.28,57,120
7599,0.21,0.32,0.46,75,30
7600,0.37,0.24,0.39,62,120
7601,0.26,0.32,0.42,46,100
7602,0.26,0.18,0.55,51,20
7603,0.14,0.51,0.35000000000000003,58,70
7604,0.28,0.51,0.21,97,100
7605,0.64,0.17,0.19,106,60
7606,0.14,0.52,0.35000000000000003,73,110
7607,0.08,0.27,0.65,100,120
7608,0.61,0.16,0.23,90,80
7609,0.49,0.34,0.17,50,30
7610,0.5700000000000001,0.08,0.35000000000000003,87,30
7611,0.32,0.4,0.28,85,100
7612,0.76,0.18,0.06,92,100
7613,0.29,0.29,0.43,88,70
7614,0.55,0.26,0.19,102,100
7615,0.55,0.22,0.23,105,110
7616,0.77,0.21,0.02,66,30
7617,0.1,0.5,0.4,91,50
7618,0.44,0.49,0.08,87,50
7619,0.25,0.5,0.26,102,50
7620,0.52,0.31,0.17,57,50
7621,0.58,0.03,0.39,59,80
7622,0.39,0.25,0.36,67,60
7623,0.4,0.2,0.4,63,100
7624,0.32,0.37,0.31,52,70
7625,0.27,0.18,0.54,64,40
7626,0.2,0.12,0.67,103,110
7627,0.4,0.3,0.3,86,120
7628,0.75,0.24,0.01,72,70
7629,0.04,0.31,0.65,81,10
7630,0.5,0.47000000000000003,0.02,48,110
7631,0.37,0.25,0.38,90,40
7632,0.36,0.3,0.34,108,110
7633,0.58,0.06,0.36,47,30
7634,0.55,0.26,0.18,74,90
7635,0.26,0.13,0.6,52,100
7636,0.32,0.3,0.38,47,100
7637,0.29,0.31,0.4,56,100
7638,0.61,0.24,0.15,53,110
7639,0.61,0.36,0.03,50,70
7640,0.48,0.47000000000000003,0.05,101,10
7641,0.61,0.16,0.23,80,20
7642,0.86,0.11,0.03,75,120
7643,0.05,0.53,0.42,69,100
7644,0.52,0.23,0.25,72,20
7645,0.24,0.21,0.55,61,10
7646,0.17,0.39,0.44,57,120
7647,0.87,0.03,0.1,104,60
7648,0.32,0.28,0.39,86,110
7649,0.27,0.49,0.24,42,10
7650,0.06,0.56,0.37,94,90
7651,0.38,0.09,0.53,54,60
7652,0.03,0.24,0.73,97,80
7653,0.17,0.37,0.46,75,90
7654,0.38,0.26,0.36,60,70
7655,0.62,0.28,0.1,93,60
7656,0.5,0.43,0.07,61,30
7657,0.5700000000000001,0.27,0.16,92,10
7658,0.35000000000000003,0.04,0.61,73,120
7659,0.53,0.03,0.44,82,100
7660,0.16,0.17,0.67,66,90
7661,0.06,0.35000000000000003,0.59,58,130
7662,0.72,0.14,0.14,86,100
7663,0.15,0.45,0.4,49,60
7664,0.41000000000000003,0.15,0.44,79,90
7665,0.54,0.34,0.11,75,80
7666,0.19,0.3,0.51,102,20
7667,0.55,0.0,0.45,89,120
7668,0.33,0.26,0.41000000000000003,102,60
7669,0.39,0.18,0.43,93,90
7670,0.48,0.06,0.46,75,50
7671,0.43,0.03,0.54,75,60
7672,0.35000000000000003,0.24,0.41000000000000003,45,80
7673,0.06,0.47000000000000003,0.47000000000000003,71,30
7675,0.34,0.17,0.49,78,30
7676,0.34,0.47000000000000003,0.19,102,110
7677,0.49,0.26,0.25,68,90
7679,0.3,0.47000000000000003,0.22,55,110
7680,0.4,0.26,0.34,67,50
7681,0.47000000000000003,0.18,0.35000000000000003,95,110
7682,0.56,0.05,0.39,46,90
7683,0.13,0.43,0.44,62,70
7684,0.29,0.34,0.37,79,50
7685,0.62,0.07,0.31,47,100
7686,0.65,0.24,0.11,101,50
7687,0.24,0.22,0.54,97,10
7688,0.74,0.08,0.18,82,40
7689,0.09,0.25,0.66,80,60
7690,0.41000000000000003,0.18,0.41000000000000003,102,50
7691,0.64,0.29,0.07,99,100
7692,0.35000000000000003,0.54,0.12,105,100
7693,0.16,0.43,0.42,80,120
7694,0.45,0.29,0.26,81,50
7695,0.06,0.24,0.6900000000000001,81,80
7696,0.47000000000000003,0.13,0.41000000000000003,91,80
7697,0.19,0.27,0.54,57,100
7698,0.03,0.45,0.52,52,100
7699,0.31,0.17,0.52,97,70
7700,0.45,0.19,0.35000000000000003,62,130
7701,0.85,0.14,0.01,57,110
7702,0.59,0.14,0.27,62,10
7703,0.58,0.07,0.35000000000000003,67,70
7704,0.29,0.34,0.37,89,110
7705,0.15,0.33,0.52,106,90
7706,0.53,0.01,0.46,98,120
7707,0.06,0.12,0.8200000000000001,56,70
7708,0.31,0.27,0.43,45,70
7709,0.5,0.26,0.25,100,30
7710,0.35000000000000003,0.28,0.38,51,70
7711,0.5700000000000001,0.37,0.06,89,120
7712,0.23,0.28,0.49,46,50
7713,0.51,0.02,0.47000000000000003,82,50
7714,0.41000000000000003,0.5,0.09,89,20
7715,0.41000000000000003,0.18,0.41000000000000003,72,60
7716,0.1,0.27,0.63,99,70
7717,0.1,0.42,0.48,105,10
7718,0.38,0.05,0.58,83,10
7719,0.02,0.22,0.76,55,10
7720,0.51,0.09,0.39,85,100
7721,0.36,0.2,0.45,103,10
7722,0.34,0.38,0.28,95,40
7723,0.26,0.32,0.42,103,120
7724,0.52,0.18,0.29,74,100
7725,0.35000000000000003,0.23,0.42,59,100
7726,0.43,0.31,0.26,81,30
7727,0.61,0.16,0.23,98,120
7728,0.78,0.1,0.12,96,40
7729,0.09,0.15,0.77,65,110
7730,0.03,0.19,0.78,52,90
7731,0.65,0.3,0.04,102,60
7732,0.0,0.54,0.46,109,120
7733,0.5700000000000001,0.31,0.11,101,100
7734,0.41000000000000003,0.23,0.36,60,110
7735,0.34,0.23,0.43,59,120
7736,0.53,0.12,0.35000000000000003,47,70
7737,0.09,0.32,0.59,61,10
7738,0.36,0.21,0.43,64,120
7739,0.29,0.29,0.42,95,80
7740,0.52,0.05,0.43,99,60
7741,0.15,0.17,0.68,88,110
7742,0.18,0.23,0.58,41,130
7743,0.46,0.07,0.47000000000000003,89,30
7744,0.45,0.39,0.16,71,110
7745,0.14,0.23,0.63,65,100
7746,0.59,0.37,0.03,78,100
7747,0.42,0.2,0.39,109,40
7748,0.17,0.22,0.61,61,120
7749,0.56,0.4,0.04,51,100
7750,0.36,0.58,0.06,73,60
7751,0.26,0.29,0.44,44,80
7752,0.47000000000000003,0.1,0.43,46,70
7753,0.33,0.3,0.37,110,70
7754,0.21,0.4,0.39,52,90
7755,0.49,0.2,0.31,53,70
7756,0.36,0.37,0.28,105,60
7757,0.39,0.23,0.38,57,30
7758,0.13,0.29,0.58,96,40
7759,0.31,0.05,0.63,50,90
7760,0.89,0.02,0.09,68,100
7761,0.4,0.35000000000000003,0.25,73,80
7762,0.36,0.24,0.4,106,10
7763,0.48,0.09,0.43,73,100
7764,0.23,0.55,0.22,89,120
7765,0.36,0.32,0.32,91,30
7766,0.35000000000000003,0.45,0.2,43,90
7767,0.25,0.53,0.22,73,20
7768,0.61,0.34,0.05,84,40
7769,0.25,0.3,0.45,43,30
7770,0.42,0.52,0.06,106,110
7771,0.2,0.07,0.72,47,90
7772,0.5,0.22,0.28,69,110
7773,0.44,0.27,0.29,68,80
7774,0.59,0.22,0.19,65,90
7775,0.38,0.08,0.54,76,110
7776,0.5700000000000001,0.04,0.39,107,100
7777,0.47000000000000003,0.16,0.37,71,30
7778,0.5,0.2,0.29,86,80
7779,0.45,0.27,0.28,84,10
7780,0.61,0.0,0.39,107,60
7781,0.47000000000000003,0.38,0.15,100,70
7782,0.48,0.22,0.3,45,20
7783,0.54,0.21,0.25,67,100
7784,0.53,0.09,0.39,106,90
7785,0.37,0.16,0.46,41,130
7786,0.67,0.3,0.03,61,50
7787,0.48,0.06,0.46,59,30
7788,0.32,0.11,0.5700000000000001,67,130
7789,0.49,0.03,0.49,86,20
7790,0.26,0.26,0.48,78,30
7791,0.63,0.29,0.09,63,50
7792,0.48,0.25,0.27,63,120
7793,0.25,0.05,0.7000000000000001,69,20
7794,0.56,0.05,0.39,68,60
7795,0.36,0.19,0.45,105,110
7796,0.33,0.09,0.58,83,40
7797,0.18,0.49,0.33,92,20
7798,0.27,0.06,0.68,41,40
7799,0.48,0.2,0.32,54,70
7800,0.42,0.23,0.35000000000000003,51,60
7801,0.31,0.36,0.33,56,90
7802,0.4,0.23,0.37,103,30
7803,0.12,0.26,0.63,58,70
7804,0.09,0.21,0.7000000000000001,88,120
7805,0.73,0.07,0.21,98,110
7806,0.25,0.11,0.64,100,20
7807,0.24,0.19,0.5700000000000001,99,50
7808,0.34,0.5700000000000001,0.09,51,40
7809,0.59,0.39,0.02,89,60
7810,0.48,0.09,0.43,82,50
7811,0.48,0.01,0.5,84,80
7812,0.65,0.05,0.29,55,130
7813,0.62,0.18,0.2,68,30
7814,0.48,0.2,0.31,79,120
7815,0.56,0.09,0.35000000000000003,92,10
7816,0.3,0.36,0.34,100,110
7817,0.75,0.12,0.13,66,70
7818,0.6,0.29,0.11,67,90
7819,0.22,0.46,0.33,75,100
7820,0.16,0.32,0.52,66,90
7821,0.53,0.15,0.32,88,90
7822,0.34,0.33,0.33,95,90
7823,0.59,0.03,0.38,63,100
7824,0.13,0.33,0.54,88,120
7825,0.5,0.41000000000000003,0.09,92,30
7826,0.03,0.05,0.92,70,80
7827,0.44,0.22,0.34,93,90
7828,0.43,0.38,0.19,53,20
7829,0.44,0.24,0.32,95,10
7830,0.73,0.01,0.25,42,30
7831,0.65,0.26,0.09,61,30
7832,0.44,0.39,0.17,62,60
7833,0.47000000000000003,0.36,0.17,77,50
7834,0.64,0.07,0.3,96,50
7835,0.56,0.27,0.17,66,110
7836,0.33,0.26,0.4,72,80
7837,0.8,0.17,0.03,88,110
7838,0.11,0.09,0.8,89,90
7839,0.23,0.43,0.34,41,20
7840,0.53,0.14,0.32,94,120
7841,0.02,0.07,0.9,80,10
7843,0.52,0.19,0.29,73,100
7844,0.5,0.14,0.36,68,70
7845,0.03,0.32,0.66,52,100
7846,0.73,0.19,0.08,100,60
7847,0.72,0.2,0.07,48,10
7848,0.54,0.13,0.33,82,120
7849,0.33,0.28,0.39,52,40
7850,0.35000000000000003,0.18,0.47000000000000003,95,90
7851,0.37,0.27,0.36,68,80
7852,0.41000000000000003,0.3,0.3,60,80
7853,0.61,0.26,0.13,47,10
7854,0.26,0.3,0.44,107,80
7855,0.16,0.33,0.52,75,10
7856,0.13,0.22,0.66,54,130
7857,0.26,0.34,0.4,90,100
7858,0.28,0.21,0.51,69,40
7859,0.31,0.36,0.33,62,100
7860,0.25,0.2,0.55,106,10
7861,0.45,0.24,0.31,59,70
7862,0.04,0.55,0.42,65,30
7863,0.43,0.29,0.28,92,50
7864,0.64,0.19,0.17,104,20
7865,0.39,0.12,0.48,109,80
7866,0.5,0.27,0.24,75,20
7867,0.5,0.18,0.32,41,80
7868,0.15,0.26,0.59,43,70
7869,0.52,0.23,0.26,61,30
7870,0.25,0.42,0.33,102,60
7871,0.46,0.42,0.12,67,100
7872,0.11,0.56,0.34,99,100
7873,0.15,0.24,0.61,85,30
7874,0.53,0.13,0.33,77,50
7875,0.78,0.19,0.03,75,30
7876,0.67,0.01,0.32,49,100
7877,0.56,0.22,0.22,45,50
7878,0.67,0.23,0.1,61,80
7879,0.32,0.08,0.6,74,30
7880,0.54,0.1,0.35000000000000003,99,20
7881,0.32,0.31,0.37,49,100
7882,0.3,0.17,0.53,68,120
7883,0.25,0.29,0.46,95,110
7884,0.64,0.32,0.04,62,10
7885,0.41000000000000003,0.37,0.23,60,60
7886,0.29,0.08,0.63,64,20
7887,0.9,0.04,0.06,45,30
7888,0.29,0.24,0.47000000000000003,98,120
7889,0.36,0.51,0.13,84,120
7890,0.5,0.27,0.24,107,60
7891,0.22,0.29,0.49,81,120
7892,0.39,0.24,0.37,109,90
7893,0.75,0.06,0.19,88,80
7894,0.42,0.3,0.28,105,120
7895,0.6,0.19,0.21,93,60
7896,0.21,0.58,0.21,100,20
7897,0.08,0.11,0.81,46,30
7898,0.24,0.36,0.4,85,60
7899,0.32,0.21,0.48,94,130
7900,0.31,0.15,0.54,44,110
7901,0.71,0.07,0.22,54,80
7902,0.04,0.49,0.47000000000000003,87,60
7903,0.45,0.29,0.26,59,80
7904,0.37,0.03,0.61,80,60
7905,0.48,0.31,0.21,61,70
7906,0.15,0.54,0.31,102,40
7907,0.64,0.09,0.27,43,10
7908,0.33,0.08,0.59,63,60
7909,0.79,0.15,0.06,94,100
7910,0.63,0.12,0.26,106,50
7911,0.6,0.2,0.19,84,70
7912,0.11,0.32,0.56,51,60
7913,0.65,0.26,0.09,87,90
7914,0.06,0.35000000000000003,0.59,71,130
7915,0.35000000000000003,0.2,0.45,82,120
7916,0.39,0.09,0.52,74,70
7917,0.19,0.2,0.61,69,110
7918,0.4,0.39,0.2,47,100
7919,0.54,0.12,0.34,102,20
7920,0.9400000000000001,0.04,0.02,100,120
7921,0.21,0.23,0.55,54,130
7922,0.44,0.08,0.48,48,20
7923,0.4,0.07,0.53,103,90
7924,0.41000000000000003,0.31,0.28,71,20
7925,0.45,0.26,0.29,47,120
7926,0.05,0.34,0.61,82,30
7927,0.6,0.34,0.06,93,100
7928,0.53,0.25,0.23,72,80
7929,0.05,0.33,0.62,106,40
7930,0.44,0.12,0.44,87,110
7931,0.48,0.28,0.23,59,100
7932,0.41000000000000003,0.38,0.22,88,120
7933,0.5700000000000001,0.28,0.15,93,80
7934,0.79,0.03,0.19,89,60
7935,0.6900000000000001,0.08,0.23,85,50
7936,0.48,0.35000000000000003,0.17,103,40
7937,0.24,0.08,0.68,48,50
7938,0.14,0.53,0.32,78,120
7939,0.1,0.2,0.6900000000000001,104,90
7940,0.8,0.14,0.05,67,80
7941,0.68,0.08,0.24,78,50
7942,0.6900000000000001,0.13,0.18,109,20
7943,0.45,0.17,0.37,66,100
7944,0.46,0.26,0.28,76,70
7945,0.46,0.14,0.4,89,40
7946,0.42,0.15,0.43,61,130
7947,0.34,0.3,0.36,93,40
7948,0.36,0.05,0.59,60,120
7949,0.17,0.27,0.56,92,80
7950,0.15,0.33,0.52,52,100
7951,0.1,0.5,0.4,93,70
7952,0.8200000000000001,0.14,0.04,78,40
7953,0.46,0.23,0.31,55,70
7954,0.15,0.18,0.66,57,80
7955,0.4,0.01,0.59,67,20
7956,0.26,0.11,0.63,106,50
7957,0.56,0.36,0.08,108,130
7958,0.45,0.33,0.23,58,20
7959,0.6900000000000001,0.09,0.22,49,10
7960,0.85,0.06,0.1,110,130
7961,0.79,0.06,0.15,49,20
7962,0.31,0.29,0.39,83,50
7963,0.34,0.36,0.3,62,30
7964,0.43,0.19,0.38,71,60
7965,0.33,0.21,0.46,90,50
7966,0.35000000000000003,0.59,0.06,107,40
7967,0.24,0.28,0.47000000000000003,95,50
7968,0.48,0.33,0.19,63,10
7969,0.5700000000000001,0.03,0.39,70,90
7970,0.4,0.19,0.4,102,20
7971,0.02,0.56,0.42,99,130
7972,0.63,0.23,0.14,100,70
7973,0.24,0.23,0.53,66,70
7974,0.32,0.35000000000000003,0.32,90,30
7975,0.08,0.18,0.74,92,50
7976,0.36,0.31,0.33,43,60
7977,0.4,0.12,0.48,47,110
7978,0.56,0.19,0.26,44,60
7979,0.53,0.31,0.17,68,50
7980,0.75,0.16,0.09,93,70
7981,0.51,0.16,0.34,44,30
7982,0.38,0.04,0.58,60,70
7983,0.43,0.31,0.26,59,110
7984,0.43,0.23,0.35000000000000003,64,80
7985,0.43,0.55,0.02,70,100
7986,0.07,0.29,0.64,107,30
7987,0.6,0.27,0.13,66,120
7988,0.3,0.31,0.39,46,80
7989,0.49,0.38,0.13,71,30
7990,0.62,0.01,0.37,67,110
7991,0.28,0.24,0.48,88,70
7992,0.52,0.03,0.46,95,10
7993,0.3,0.23,0.47000000000000003,93,100
7994,0.39,0.01,0.6,105,110
7995,0.53,0.41000000000000003,0.06,60,60
7996,0.55,0.18,0.27,75,40
7997,0.14,0.26,0.6,93,40
7998,0.29,0.3,0.41000000000000003,71,60
7999,0.11,0.42,0.48,62,110
8000,0.37,0.2,0.44,105,90
8001,0.31,0.43,0.26,98,20
8002,0.58,0.26,0.17,41,80
8003,0.1,0.3,0.6,83,20
8004,0.29,0.16,0.54,97,70
8005,0.39,0.23,0.38,85,60
8006,0.84,0.15,0.0,67,80
8007,0.6900000000000001,0.05,0.25,75,80
8008,0.52,0.04,0.44,68,110
8009,0.16,0.4,0.44,74,120
8010,0.73,0.13,0.15,72,20
8011,0.45,0.11,0.45,108,10
8012,0.49,0.14,0.38,55,20
8013,0.38,0.34,0.29,97,70
8014,0.64,0.23,0.13,107,120
8015,0.19,0.38,0.43,68,60
8016,0.17,0.29,0.54,97,80
8017,0.47000000000000003,0.29,0.24,54,90
8018,0.76,0.21,0.02,84,110
8019,0.59,0.18,0.23,44,80
8020,0.78,0.01,0.21,108,50
8021,0.26,0.5,0.25,57,30
8022,0.36,0.31,0.33,88,100
8023,0.41000000000000003,0.42,0.17,77,100
8024,0.24,0.21,0.55,53,40
8025,0.13,0.31,0.5700000000000001,84,100
8026,0.66,0.07,0.27,83,130
8027,0.54,0.17,0.29,78,10
8028,0.53,0.1,0.37,68,80
8029,0.16,0.34,0.5,99,120
8030,0.63,0.33,0.04,51,90
8031,0.27,0.34,0.39,67,100
8032,0.59,0.35000000000000003,0.06,54,90
8033,0.41000000000000003,0.13,0.46,89,100
8034,0.44,0.27,0.29,85,100
8035,0.35000000000000003,0.19,0.46,94,100
8036,0.15,0.34,0.51,76,90
8037,0.12,0.2,0.68,107,90
8038,0.01,0.51,0.48,99,80
8039,0.1,0.51,0.39,49,20
8040,0.39,0.16,0.45,69,10
8041,0.5700000000000001,0.37,0.06,57,60
8042,0.37,0.4,0.23,94,60
8043,0.33,0.23,0.44,76,70
8044,0.54,0.12,0.34,49,120
8045,0.5,0.1,0.4,103,30
8046,0.46,0.21,0.33,85,60
8047,0.23,0.23,0.54,45,60
8048,0.11,0.29,0.61,90,40
8049,0.33,0.13,0.54,53,90
8050,0.08,0.3,0.63,99,10
8051,0.36,0.08,0.5700000000000001,86,40
8052,0.68,0.06,0.25,62,10
8053,0.19,0.25,0.56,58,50
8055,0.44,0.02,0.54,72,110
8056,0.07,0.38,0.55,79,110
8057,0.58,0.28,0.15,106,130
8058,0.54,0.43,0.03,96,70
8059,0.06,0.24,0.7000000000000001,62,40
8060,0.35000000000000003,0.05,0.59,49,60
8061,0.5,0.04,0.46,50,90
8062,0.76,0.05,0.18,100,60
8063,0.54,0.13,0.33,52,70
8064,0.35000000000000003,0.25,0.4,91,120
8065,0.39,0.04,0.5700000000000001,86,120
8066,0.53,0.34,0.13,76,60
8067,0.19,0.38,0.43,104,80
8068,0.4,0.47000000000000003,0.12,91,90
8069,0.34,0.32,0.34,91,30
8070,0.37,0.1,0.53,56,90
8071,0.38,0.08,0.55,70,120
8072,0.4,0.04,0.56,106,90
8073,0.51,0.11,0.39,95,60
8074,0.71,0.13,0.16,109,70
8075,0.41000000000000003,0.51,0.09,86,90
8076,0.14,0.36,0.5,65,130
8077,0.4,0.26,0.34,93,130
8078,0.37,0.23,0.4,41,90
8079,0.36,0.23,0.41000000000000003,99,100
8080,0.41000000000000003,0.2,0.39,93,20
8081,0.27,0.21,0.52,91,40
8082,0.66,0.33,0.01,95,120
8083,0.6,0.21,0.19,87,50
8084,0.61,0.2,0.19,81,60
8085,0.26,0.53,0.21,46,110
8086,0.33,0.24,0.43,97,60
8087,0.48,0.0,0.52,71,30
8088,0.34,0.23,0.43,86,110
8089,0.23,0.52,0.25,102,100
8090,0.58,0.02,0.4,69,30
8091,0.3,0.17,0.53,79,30
8092,0.33,0.13,0.54,104,50
8093,0.42,0.32,0.26,54,120
8094,0.42,0.27,0.31,86,20
8095,0.07,0.24,0.6900000000000001,60,30
8096,0.31,0.0,0.68,106,70
8097,0.51,0.0,0.48,45,60
8098,0.67,0.13,0.2,61,130
8099,0.51,0.31,0.18,45,70
8100,0.34,0.27,0.39,64,130
8101,0.35000000000000003,0.49,0.16,44,20
8102,0.47000000000000003,0.38,0.15,72,60
8103,0.73,0.07,0.2,66,90
8104,0.48,0.45,0.07,93,20
8105,0.68,0.14,0.17,41,60
8106,0.4,0.28,0.32,90,130
8107,0.15,0.09,0.76,41,70
8108,0.3,0.21,0.49,85,90
8109,0.5,0.21,0.29,65,100
8110,0.41000000000000003,0.2,0.39,76,60
8111,0.44,0.23,0.32,60,120
8112,0.45,0.19,0.36,50,10
8113,0.45,0.16,0.39,107,90
8114,0.45,0.16,0.39,98,120
8115,0.43,0.32,0.25,71,70
8116,0.7000000000000001,0.25,0.05,99,20
8117,0.03,0.49,0.47000000000000003,87,10
8118,0.25,0.2,0.54,70,60
8119,0.17,0.36,0.47000000000000003,51,80
8120,0.62,0.1,0.28,45,10
8121,0.55,0.17,0.28,57,30
8122,0.21,0.28,0.51,41,30
8123,0.73,0.25,0.02,96,90
8124,0.58,0.28,0.14,97,100
8125,0.26,0.38,0.36,60,40
8126,0.3,0.21,0.49,92,30
8127,0.47000000000000003,0.06,0.46,96,50
8128,0.49,0.2,0.31,58,50
8129,0.3,0.27,0.43,94,110
8130,0.58,0.23,0.19,47,40
8131,0.26,0.05,0.6900000000000001,86,60
8132,0.07,0.43,0.51,85,120
8133,0.31,0.21,0.48,53,60
8134,0.5,0.12,0.38,52,80
8135,0.45,0.03,0.52,89,20
8136,0.44,0.29,0.28,102,30
8137,0.41000000000000003,0.25,0.34,49,50
8138,0.73,0.25,0.02,96,120
8139,0.22,0.45,0.34,87,20
8140,0.64,0.17,0.19,41,50
8141,0.34,0.23,0.42,74,60
8142,0.33,0.37,0.3,98,60
8143,0.56,0.3,0.13,87,80
8144,0.5700000000000001,0.26,0.17,77,100
8145,0.5,0.29,0.21,48,120
8146,0.09,0.32,0.59,90,100
8147,0.85,0.01,0.14,50,60
8148,0.64,0.31,0.05,48,10
8149,0.51,0.07,0.43,43,70
8150,0.43,0.22,0.36,42,120
8151,0.47000000000000003,0.23,0.3,97,130
8152,0.33,0.27,0.4,46,20
8153,0.4,0.54,0.06,97,100
8154,0.63,0.33,0.04,58,90
8155,0.41000000000000003,0.41000000000000003,0.18,74,20
8156,0.39,0.25,0.36,91,20
8157,0.71,0.06,0.23,91,50
8158,0.43,0.03,0.54,45,120
8159,0.58,0.25,0.17,59,70
8160,0.35000000000000003,0.1,0.55,94,50
8161,0.48,0.26,0.25,87,90
8162,0.33,0.26,0.41000000000000003,110,20
8163,0.48,0.44,0.08,43,110
8164,0.46,0.18,0.36,56,30
8165,0.16,0.34,0.49,93,10
8166,0.51,0.13,0.36,49,110
8167,0.52,0.14,0.34,81,40
8168,0.45,0.21,0.34,84,130
8169,0.71,0.13,0.17,80,110
8170,0.16,0.31,0.53,99,60
8171,0.46,0.37,0.17,80,40
8172,0.31,0.06,0.62,44,30
8173,0.19,0.22,0.59,87,40
8174,0.71,0.12,0.17,50,90
8175,0.19,0.02,0.8,70,130
8176,0.53,0.23,0.25,77,90
8177,0.42,0.29,0.29,61,130
8178,0.39,0.14,0.48,46,70
8179,0.63,0.08,0.29,101,100
8180,0.66,0.12,0.22,49,30
8181,0.66,0.2,0.14,104,110
8182,0.23,0.08,0.6900000000000001,75,70
8183,0.71,0.03,0.26,45,110
8184,0.16,0.26,0.58,80,10
8185,0.07,0.35000000000000003,0.58,104,20
8186,0.07,0.22,0.71,55,100
8187,0.11,0.51,0.38,100,70
8188,0.11,0.22,0.67,43,30
8189,0.06,0.27,0.67,101,120
8190,0.53,0.18,0.29,57,130
8191,0.44,0.03,0.53,96,130
8192,0.18,0.29,0.53,55,70
8193,0.17,0.32,0.51,103,130
8194,0.46,0.05,0.49,42,110
8195,0.26,0.01,0.72,71,50
8196,0.54,0.12,0.34,98,10
8197,0.7000000000000001,0.14,0.16,83,40
8198,0.56,0.15,0.29,52,80
8199,0.41000000000000003,0.15,0.44,91,110
8200,0.58,0.05,0.37,41,30
8201,0.3,0.27,0.43,105,90
8202,0.09,0.36,0.55,55,10
8203,0.53,0.08,0.39,109,50
8204,0.09,0.18,0.73,90,70
8205,0.5700000000000001,0.21,0.22,56,110
8206,0.33,0.29,0.38,93,100
8207,0.44,0.09,0.47000000000000003,101,120
8208,0.42,0.17,0.4,103,130
8209,0.18,0.35000000000000003,0.47000000000000003,85,100
8210,0.33,0.34,0.33,73,110
8211,0.53,0.17,0.29,64,110
8212,0.29,0.34,0.37,68,40
8213,0.08,0.54,0.38,64,50
8214,0.4,0.08,0.51,83,10
8215,0.03,0.4,0.5700000000000001,73,30
8216,0.47000000000000003,0.34,0.19,64,110
8217,0.4,0.15,0.45,68,90
8218,0.49,0.16,0.36,44,130
8219,0.39,0.27,0.33,83,80
8220,0.54,0.32,0.14,70,10
8221,0.33,0.39,0.29,102,20
8222,0.53,0.04,0.43,87,30
8223,0.5700000000000001,0.31,0.12,96,10
8224,0.3,0.39,0.31,88,80
8225,0.47000000000000003,0.17,0.35000000000000003,95,90
8226,0.23,0.33,0.44,58,90
8227,0.64,0.24,0.13,40,110
8228,0.01,0.6,0.39,96,80
8229,0.33,0.36,0.31,60,130
8230,0.59,0.07,0.34,47,90
8231,0.54,0.0,0.46,64,110
8232,0.62,0.08,0.3,100,90
8233,0.22,0.06,0.72,92,50
8234,0.13,0.32,0.56,47,70
8235,0.1,0.3,0.6,91,60
8236,0.43,0.12,0.45,67,30
8237,0.71,0.06,0.24,79,50
8238,0.35000000000000003,0.27,0.37,64,100
8239,0.75,0.25,0.0,95,90
8240,0.34,0.34,0.32,47,120
8241,0.31,0.22,0.47000000000000003,58,30
8242,0.35000000000000003,0.09,0.56,58,30
8243,0.4,0.05,0.55,104,120
8244,0.1,0.31,0.59,108,100
8245,0.44,0.17,0.39,42,120
8246,0.33,0.48,0.18,49,30
8247,0.52,0.36,0.11,77,50
8248,0.2,0.14,0.66,65,60
8249,0.51,0.24,0.25,98,40
8250,0.05,0.28,0.67,50,100
8251,0.36,0.38,0.26,83,130
8252,0.63,0.3,0.07,53,90
8253,0.48,0.26,0.27,93,10
8254,0.63,0.34,0.03,108,100
8255,0.6900000000000001,0.16,0.15,47,20
8256,0.74,0.11,0.15,75,110
8257,0.49,0.17,0.34,67,120
8258,0.53,0.15,0.32,78,80
8259,0.51,0.18,0.31,54,70
8260,0.4,0.15,0.44,77,100
8261,0.22,0.32,0.46,75,50
8262,0.33,0.21,0.46,98,110
8263,0.24,0.2,0.56,94,20
8264,0.6,0.17,0.23,106,90
8265,0.6,0.23,0.17,54,10
8266,0.08,0.44,0.48,79,50
