index,raw material 1,raw material 2,raw material 3,temperature,time
7014,0.27,0.35000000000000003,0.38,70.0,120.0
7015,0.02,0.41000000000000003,0.58,94.0,90.0
7016,0.14,0.35000000000000003,0.52,86.0,80.0
7017,0.32,0.34,0.34,79.0,60.0
7018,0.42,0.14,0.45,64.0,40.0
7019,0.4,0.26,0.34,88.0,20.0
7020,0.65,0.21,0.14,84.0,60.0
7021,0.46,0.37,0.17,72.0,80.0
7022,0.29,0.15,0.56,48.0,60.0
7023,0.46,0.29,0.25,84.0,10.0
7024,0.29,0.48,0.22,110.0,90.0
7025,0.49,0.4,0.11,102.0,30.0
7026,0.38,0.15,0.48,106.0,100.0
7027,0.22,0.39,0.39,46.0,40.0
7028,0.54,0.04,0.42,63.0,100.0
7029,0.28,0.34,0.38,45.0,40.0
7030,0.13,0.36,0.5,106.0,130.0
7031,0.23,0.39,0.38,48.0,120.0
7032,0.02,0.42,0.56,67.0,100.0
7033,0.49,0.11,0.41000000000000003,99.0,120.0
7034,0.39,0.13,0.48,44.0,10.0
7035,0.59,0.29,0.12,84.0,100.0
7036,0.2,0.34,0.46,102.0,70.0
7037,0.31,0.34,0.36,109.0,100.0
7038,0.3,0.33,0.37,53.0,20.0
7039,0.23,0.21,0.56,72.0,90.0
7040,0.8,0.18,0.02,95.0,60.0
7041,0.54,0.24,0.22,91.0,70.0
7042,0.41000000000000003,0.21,0.38,76.0,20.0
7043,0.6,0.0,0.4,73.0,30.0
7044,0.39,0.02,0.6,62.0,20.0
7045,0.21,0.25,0.54,55.0,30.0
7046,0.71,0.23,0.06,51.0,110.0
7047,0.7000000000000001,0.29,0.01,55.0,130.0
7048,0.61,0.29,0.11,100.0,100.0
7049,0.33,0.47000000000000003,0.2,81.0,60.0
7050,0.22,0.48,0.3,60.0,20.0
7051,0.0,0.44,0.55,57.0,80.0
7052,0.25,0.16,0.59,75.0,100.0
7053,0.41000000000000003,0.22,0.38,100.0,40.0
7054,0.23,0.44,0.34,77.0,110.0
7055,0.16,0.37,0.47000000000000003,64.0,40.0
7056,0.36,0.22,0.42,56.0,30.0
7057,0.18,0.36,0.47000000000000003,71.0,60.0
7058,0.21,0.35000000000000003,0.45,72.0,100.0
7059,0.29,0.32,0.39,55.0,40.0
7060,0.53,0.31,0.16,44.0,10.0
7061,0.1,0.29,0.62,53.0,80.0
7062,0.08,0.39,0.53,78.0,40.0
7063,0.54,0.04,0.41000000000000003,75.0,120.0
7064,0.21,0.54,0.25,90.0,130.0
7065,0.19,0.21,0.61,53.0,110.0
7066,0.67,0.11,0.22,53.0,80.0
7067,0.24,0.35000000000000003,0.4,50.0,100.0
7068,0.89,0.02,0.1,94.0,70.0
7069,0.02,0.5,0.48,96.0,20.0
7070,0.11,0.24,0.65,96.0,60.0
7071,0.46,0.25,0.3,101.0,80.0
7072,0.02,0.6,0.38,59.0,40.0
7073,0.42,0.25,0.33,59.0,60.0
7074,0.45,0.04,0.51,50.0,60.0
7075,0.29,0.26,0.45,76.0,40.0
7076,0.24,0.37,0.39,44.0,50.0
7077,0.75,0.04,0.21,67.0,100.0
7078,0.37,0.1,0.53,49.0,120.0
7079,0.56,0.27,0.17,50.0,70.0
7080,0.14,0.27,0.59,98.0,120.0
7081,0.6900000000000001,0.16,0.15,67.0,110.0
7082,0.41000000000000003,0.18,0.4,109.0,60.0
7083,0.52,0.29,0.2,76.0,80.0
7084,0.37,0.02,0.61,67.0,80.0
7085,0.31,0.23,0.46,50.0,40.0
7086,0.24,0.11,0.65,45.0,120.0
7087,0.53,0.21,0.26,59.0,20.0
7088,0.55,0.01,0.44,68.0,30.0
7089,0.3,0.17,0.53,79.0,40.0
7090,0.1,0.44,0.46,83.0,70.0
7091,0.27,0.44,0.3,71.0,40.0
7092,0.46,0.27,0.27,76.0,40.0
7093,0.03,0.3,0.67,50.0,30.0
7094,0.62,0.37,0.01,77.0,110.0
7095,0.59,0.13,0.28,48.0,120.0
7096,0.15,0.47000000000000003,0.38,86.0,50.0
7097,0.36,0.2,0.44,104.0,90.0
7098,0.17,0.31,0.53,42.0,90.0
7099,0.5,0.32,0.18,44.0,90.0
7100,0.44,0.33,0.22,100.0,100.0
7101,0.23,0.11,0.66,62.0,40.0
7102,0.5700000000000001,0.13,0.29,57.0,60.0
7103,0.3,0.14,0.56,106.0,40.0
7104,0.33,0.45,0.22,79.0,50.0
7105,0.42,0.16,0.42,95.0,80.0
7106,0.06,0.2,0.75,74.0,100.0
7107,0.4,0.16,0.44,72.0,90.0
7108,0.27,0.25,0.47000000000000003,93.0,10.0
7109,0.65,0.06,0.29,90.0,80.0
7110,0.9,0.02,0.08,76.0,10.0
7111,0.24,0.33,0.43,92.0,30.0
7112,0.03,0.5,0.47000000000000003,93.0,30.0
7113,0.68,0.07,0.24,109.0,30.0
7114,0.44,0.11,0.46,108.0,30.0
7115,0.33,0.01,0.66,92.0,110.0
7116,0.29,0.39,0.32,97.0,110.0
7117,0.24,0.06,0.7000000000000001,59.0,110.0
7118,0.35000000000000003,0.3,0.35000000000000003,78.0,90.0
7119,0.35000000000000003,0.23,0.42,100.0,110.0
7120,0.32,0.16,0.51,99.0,10.0
7121,0.46,0.18,0.36,86.0,70.0
7122,0.21,0.2,0.59,108.0,110.0
7123,0.49,0.2,0.31,102.0,100.0
7124,0.25,0.35000000000000003,0.39,80.0,20.0
7125,0.4,0.26,0.34,64.0,30.0
7126,0.66,0.28,0.06,100.0,40.0
7127,0.49,0.03,0.47000000000000003,100.0,10.0
7128,0.25,0.45,0.3,57.0,120.0
7129,0.53,0.27,0.19,94.0,110.0
7130,0.46,0.23,0.31,90.0,30.0
7131,0.43,0.23,0.35000000000000003,57.0,10.0
7132,0.72,0.01,0.26,102.0,80.0
7133,0.19,0.24,0.5700000000000001,53.0,100.0
7134,0.75,0.22,0.04,67.0,70.0
7135,0.24,0.32,0.44,44.0,90.0
7136,0.46,0.3,0.24,92.0,40.0
7137,0.27,0.47000000000000003,0.26,74.0,120.0
7138,0.58,0.36,0.07,42.0,120.0
7139,0.26,0.05,0.6900000000000001,100.0,70.0
7140,0.43,0.34,0.22,106.0,60.0
7141,0.25,0.44,0.3,44.0,90.0
7142,0.42,0.08,0.51,54.0,10.0
7143,0.2,0.19,0.61,100.0,40.0
7144,0.09,0.3,0.6,51.0,80.0
7145,0.46,0.36,0.18,70.0,10.0
7146,0.5,0.05,0.45,55.0,10.0
7147,0.22,0.16,0.61,83.0,100.0
7148,0.2,0.39,0.42,47.0,70.0
7149,0.6,0.07,0.33,87.0,20.0
7150,0.51,0.37,0.12,90.0,90.0
7151,0.45,0.15,0.39,79.0,40.0
7152,0.51,0.09,0.4,44.0,110.0
7153,0.58,0.27,0.15,81.0,130.0
7154,0.33,0.2,0.46,49.0,120.0
7155,0.46,0.1,0.43,49.0,50.0
7156,0.07,0.18,0.75,45.0,20.0
7157,0.5700000000000001,0.06,0.37,45.0,40.0
7158,0.48,0.41000000000000003,0.11,69.0,70.0
7159,0.46,0.29,0.25,103.0,10.0
7160,0.16,0.25,0.59,50.0,110.0
7161,0.14,0.26,0.61,52.0,120.0
7162,0.23,0.47000000000000003,0.3,70.0,80.0
7163,0.8300000000000001,0.02,0.14,97.0,40.0
7164,0.33,0.39,0.29,108.0,40.0
7165,0.36,0.21,0.43,87.0,80.0
7166,0.27,0.48,0.25,102.0,120.0
7167,0.7000000000000001,0.08,0.22,72.0,40.0
7168,0.43,0.2,0.38,97.0,90.0
7169,0.46,0.16,0.38,102.0,30.0
7170,0.3,0.15,0.55,45.0,40.0
7171,0.36,0.03,0.61,109.0,20.0
7172,0.54,0.3,0.16,64.0,20.0
7173,0.35000000000000003,0.5700000000000001,0.08,49.0,90.0
7174,0.38,0.19,0.43,55.0,30.0
7175,0.49,0.24,0.27,58.0,70.0
7176,0.26,0.17,0.56,48.0,10.0
7177,0.54,0.19,0.27,66.0,50.0
7178,0.41000000000000003,0.15,0.44,72.0,120.0
7179,0.44,0.25,0.31,68.0,90.0
7180,0.23,0.36,0.41000000000000003,109.0,10.0
7181,0.58,0.12,0.3,77.0,50.0
7182,0.45,0.35000000000000003,0.2,82.0,10.0
7183,0.24,0.31,0.45,65.0,50.0
7184,0.25,0.02,0.73,110.0,90.0
7185,0.25,0.35000000000000003,0.4,70.0,40.0
7186,0.62,0.26,0.12,73.0,70.0
7187,0.22,0.36,0.43,81.0,80.0
7188,0.34,0.52,0.14,105.0,60.0
7189,0.06,0.33,0.61,81.0,50.0
7190,0.46,0.3,0.24,104.0,50.0
7191,0.36,0.14,0.49,93.0,30.0
7192,0.34,0.26,0.4,64.0,60.0
7193,0.49,0.18,0.33,71.0,90.0
7194,0.6,0.32,0.08,49.0,100.0
7195,0.37,0.18,0.45,93.0,90.0
7196,0.06,0.37,0.5700000000000001,108.0,120.0
7197,0.28,0.17,0.55,100.0,90.0
7198,0.36,0.27,0.37,79.0,110.0
7199,0.18,0.44,0.37,49.0,120.0
7200,0.24,0.43,0.33,68.0,30.0
7201,0.23,0.32,0.46,65.0,30.0
7202,0.61,0.28,0.11,74.0,10.0
7203,0.48,0.21,0.32,59.0,60.0
7204,0.38,0.08,0.54,84.0,100.0
7205,0.56,0.16,0.28,107.0,10.0
7206,0.36,0.27,0.37,78.0,90.0
7207,0.26,0.42,0.32,100.0,90.0
7208,0.4,0.23,0.37,77.0,130.0
7209,0.21,0.22,0.5700000000000001,75.0,30.0
7210,0.47000000000000003,0.34,0.18,101.0,30.0
7211,0.33,0.18,0.49,102.0,20.0
7212,0.65,0.11,0.24,60.0,10.0
7213,0.17,0.03,0.79,94.0,90.0
7214,0.18,0.23,0.59,102.0,100.0
7215,0.16,0.02,0.8300000000000001,110.0,90.0
7216,0.29,0.37,0.35000000000000003,78.0,100.0
7217,0.59,0.14,0.27,41.0,110.0
7218,0.4,0.22,0.37,98.0,40.0
7219,0.51,0.14,0.35000000000000003,87.0,30.0
7220,0.14,0.56,0.29,80.0,120.0
7221,0.43,0.3,0.28,67.0,110.0
7222,0.46,0.31,0.22,54.0,80.0
7223,0.3,0.35000000000000003,0.35000000000000003,72.0,20.0
7224,0.03,0.44,0.54,44.0,50.0
7225,0.49,0.07,0.43,44.0,80.0
7226,0.38,0.25,0.37,66.0,120.0
7227,0.26,0.29,0.44,67.0,90.0
7228,0.53,0.29,0.18,90.0,30.0
7229,0.39,0.3,0.31,50.0,70.0
7230,0.26,0.4,0.34,41.0,60.0
7231,0.52,0.48,0.0,88.0,30.0
7232,0.12,0.31,0.5700000000000001,89.0,120.0
7233,0.21,0.31,0.48,95.0,60.0
7234,0.27,0.06,0.67,54.0,70.0
7235,0.68,0.07,0.26,77.0,80.0
7236,0.24,0.24,0.53,109.0,80.0
7237,0.02,0.04,0.9400000000000001,105.0,50.0
7238,0.58,0.23,0.19,47.0,10.0
7239,0.1,0.37,0.53,62.0,50.0
7240,0.37,0.24,0.39,54.0,70.0
7241,0.34,0.24,0.42,93.0,60.0
7242,0.39,0.09,0.52,46.0,100.0
7243,0.23,0.29,0.48,71.0,20.0
7244,0.48,0.19,0.33,95.0,60.0
7245,0.6900000000000001,0.24,0.07,103.0,40.0
7246,0.47000000000000003,0.16,0.37,41.0,10.0
7247,0.49,0.12,0.39,110.0,110.0
7248,0.43,0.45,0.11,49.0,80.0
7249,0.21,0.24,0.55,107.0,110.0
7250,0.51,0.33,0.15,63.0,30.0
7251,0.05,0.5,0.45,82.0,10.0
7252,0.18,0.24,0.58,49.0,20.0
7253,0.3,0.07,0.63,54.0,20.0
7254,0.55,0.04,0.41000000000000003,105.0,100.0
7255,0.54,0.22,0.24,60.0,20.0
7256,0.5,0.07,0.44,92.0,70.0
7257,0.46,0.18,0.35000000000000003,107.0,80.0
7258,0.03,0.25,0.72,57.0,60.0
7259,0.45,0.29,0.26,77.0,10.0
7260,0.38,0.26,0.37,98.0,20.0
7261,0.48,0.09,0.43,74.0,20.0
7262,0.61,0.01,0.39,68.0,120.0
7263,0.5,0.13,0.36,97.0,60.0
7264,0.01,0.19,0.8,61.0,70.0
7265,0.6,0.35000000000000003,0.05,88.0,20.0
7266,0.11,0.07,0.8200000000000001,66.0,110.0
7267,0.53,0.23,0.24,80.0,120.0
7268,0.09,0.27,0.64,50.0,110.0
7269,0.43,0.29,0.28,51.0,80.0
7270,0.6900000000000001,0.15,0.16,83.0,30.0
7271,0.26,0.33,0.41000000000000003,67.0,30.0
7272,0.49,0.3,0.21,76.0,10.0
7273,0.09,0.46,0.45,106.0,100.0
7274,0.49,0.42,0.09,98.0,10.0
7275,0.23,0.25,0.51,52.0,70.0
7276,0.46,0.26,0.28,96.0,90.0
7277,0.48,0.17,0.36,88.0,60.0
7278,0.34,0.25,0.41000000000000003,74.0,60.0
7279,0.41000000000000003,0.2,0.39,94.0,90.0
7280,0.5,0.05,0.46,108.0,10.0
7281,0.3,0.27,0.42,67.0,90.0
7282,0.32,0.15,0.53,85.0,40.0
7283,0.34,0.41000000000000003,0.25,80.0,40.0
7284,0.18,0.15,0.67,69.0,40.0
7285,0.44,0.36,0.2,97.0,130.0
7286,0.5,0.03,0.47000000000000003,95.0,100.0
7287,0.2,0.3,0.51,65.0,70.0
7288,0.56,0.17,0.27,82.0,100.0
7289,0.39,0.2,0.41000000000000003,97.0,70.0
7290,0.52,0.29,0.18,64.0,40.0
7291,0.46,0.45,0.09,55.0,110.0
7292,0.51,0.48,0.01,48.0,130.0
7293,0.51,0.26,0.23,55.0,20.0
7294,0.41000000000000003,0.28,0.31,47.0,50.0
7295,0.34,0.2,0.45,109.0,30.0
7296,0.01,0.54,0.46,108.0,30.0
7297,0.52,0.37,0.11,105.0,80.0
7298,0.61,0.31,0.08,50.0,20.0
7299,0.3,0.26,0.44,67.0,80.0
7300,0.22,0.39,0.39,56.0,50.0
7301,0.32,0.15,0.53,67.0,110.0
7302,0.42,0.25,0.33,80.0,30.0
7303,0.37,0.24,0.39,41.0,50.0
7304,0.21,0.06,0.74,86.0,40.0
7305,0.3,0.13,0.5700000000000001,101.0,110.0
7306,0.43,0.21,0.36,80.0,80.0
7307,0.5700000000000001,0.19,0.24,55.0,40.0
7308,0.11,0.5,0.39,101.0,40.0
7309,0.53,0.3,0.17,83.0,10.0
7310,0.55,0.25,0.2,69.0,10.0
7311,0.37,0.31,0.33,78.0,80.0
7312,0.27,0.33,0.4,99.0,100.0
7313,0.25,0.59,0.16,75.0,100.0
7314,0.5,0.15,0.35000000000000003,92.0,40.0
7315,0.1,0.39,0.52,73.0,10.0
7316,0.2,0.23,0.56,54.0,50.0
7317,0.48,0.23,0.29,84.0,130.0
7318,0.44,0.39,0.17,56.0,80.0
7319,0.01,0.36,0.63,55.0,50.0
7320,0.51,0.2,0.29,71.0,20.0
7321,0.16,0.47000000000000003,0.36,92.0,90.0
7322,0.55,0.28,0.17,106.0,130.0
7323,0.49,0.43,0.08,89.0,60.0
7324,0.07,0.44,0.48,54.0,80.0
7325,0.56,0.24,0.2,107.0,100.0
7326,0.27,0.54,0.18,104.0,20.0
7327,0.39,0.26,0.35000000000000003,68.0,60.0
7328,0.58,0.17,0.26,93.0,90.0
7329,0.03,0.21,0.76,73.0,10.0
7330,0.56,0.06,0.38,97.0,30.0
7331,0.61,0.36,0.03,62.0,30.0
7332,0.32,0.44,0.24,107.0,80.0
7333,0.02,0.39,0.59,84.0,110.0
7334,0.49,0.36,0.15,45.0,90.0
7335,0.53,0.15,0.32,104.0,120.0
7336,0.35000000000000003,0.08,0.56,53.0,20.0
7337,0.08,0.48,0.45,94.0,30.0
7338,0.22,0.4,0.38,92.0,120.0
7339,0.63,0.01,0.36,77.0,130.0
7340,0.01,0.2,0.8,65.0,30.0
7341,0.39,0.22,0.39,60.0,90.0
7342,0.52,0.3,0.18,70.0,90.0
7343,0.23,0.16,0.6,67.0,120.0
7344,0.26,0.37,0.37,66.0,120.0
7345,0.47000000000000003,0.41000000000000003,0.12,57.0,30.0
7346,0.32,0.36,0.33,41.0,70.0
7347,0.46,0.26,0.29,102.0,40.0
7348,0.86,0.05,0.09,59.0,30.0
7349,0.33,0.14,0.53,90.0,50.0
7350,0.45,0.24,0.31,89.0,20.0
7351,0.45,0.24,0.31,98.0,50.0
7352,0.13,0.24,0.62,69.0,100.0
7353,0.54,0.29,0.17,54.0,120.0
7354,0.38,0.2,0.43,93.0,120.0
7355,0.38,0.21,0.4,69.0,100.0
7356,0.38,0.27,0.35000000000000003,65.0,50.0
7357,0.12,0.39,0.49,107.0,80.0
7358,0.62,0.36,0.02,62.0,120.0
7359,0.18,0.49,0.33,96.0,30.0
7360,0.48,0.15,0.37,50.0,60.0
7361,0.37,0.04,0.59,108.0,80.0
7362,0.36,0.07,0.5700000000000001,74.0,80.0
7363,0.67,0.23,0.1,77.0,70.0
7364,0.39,0.41000000000000003,0.2,76.0,70.0
7365,0.26,0.19,0.55,56.0,40.0
7366,0.33,0.08,0.59,93.0,50.0
7367,0.42,0.23,0.35000000000000003,68.0,50.0
7368,0.11,0.12,0.77,82.0,60.0
7369,0.49,0.08,0.43,48.0,110.0
7370,0.49,0.12,0.4,102.0,100.0
7371,0.75,0.17,0.07,105.0,90.0
7372,0.33,0.34,0.33,91.0,50.0
7373,0.39,0.55,0.06,49.0,90.0
7374,0.31,0.26,0.42,55.0,130.0
7375,0.68,0.3,0.02,75.0,60.0
7376,0.53,0.22,0.25,42.0,120.0
7377,0.47000000000000003,0.23,0.3,71.0,130.0
7378,0.6,0.38,0.02,52.0,70.0
7379,0.36,0.05,0.59,44.0,50.0
7380,0.63,0.11,0.26,75.0,80.0
7381,0.56,0.12,0.32,109.0,120.0
7382,0.15,0.41000000000000003,0.45,77.0,30.0
7383,0.52,0.33,0.15,64.0,60.0
7384,0.2,0.37,0.43,64.0,130.0
7385,0.21,0.32,0.47000000000000003,89.0,40.0
7386,0.35000000000000003,0.29,0.36,90.0,10.0
7387,0.41000000000000003,0.31,0.28,95.0,110.0
7388,0.29,0.36,0.35000000000000003,69.0,30.0
7389,0.18,0.22,0.6,65.0,120.0
7390,0.3,0.47000000000000003,0.23,101.0,40.0
7391,0.35000000000000003,0.53,0.12,56.0,60.0
7392,0.58,0.25,0.18,84.0,70.0
7393,0.46,0.11,0.43,104.0,20.0
7394,0.38,0.22,0.4,88.0,10.0
7395,0.35000000000000003,0.26,0.39,52.0,80.0
7396,0.48,0.05,0.48,89.0,50.0
7397,0.19,0.29,0.52,93.0,30.0
7398,0.26,0.13,0.62,66.0,90.0
7399,0.7000000000000001,0.12,0.19,88.0,50.0
7400,0.43,0.3,0.27,95.0,100.0
7401,0.71,0.12,0.17,98.0,110.0
7402,0.29,0.2,0.51,86.0,30.0
7403,0.4,0.3,0.3,96.0,80.0
7404,0.41000000000000003,0.32,0.27,80.0,60.0
7405,0.26,0.28,0.46,83.0,70.0
7406,0.56,0.17,0.28,83.0,90.0
7407,0.22,0.36,0.42,40.0,40.0
7408,0.63,0.28,0.1,41.0,60.0
7409,0.53,0.1,0.37,74.0,80.0
7410,0.3,0.33,0.36,57.0,60.0
7411,0.74,0.22,0.03,84.0,70.0
7412,0.43,0.29,0.28,102.0,90.0
7413,0.53,0.06,0.41000000000000003,58.0,80.0
7414,0.34,0.35000000000000003,0.31,64.0,30.0
7415,0.44,0.03,0.53,101.0,50.0
7416,0.07,0.35000000000000003,0.58,71.0,70.0
7417,0.13,0.25,0.62,96.0,50.0
7418,0.15,0.32,0.52,67.0,20.0
7419,0.28,0.21,0.51,66.0,70.0
7420,0.51,0.02,0.47000000000000003,96.0,20.0
7421,0.49,0.02,0.49,81.0,10.0
7422,0.47000000000000003,0.16,0.37,100.0,10.0
7423,0.17,0.24,0.6,71.0,50.0
7424,0.06,0.38,0.56,54.0,130.0
7425,0.8,0.06,0.14,66.0,60.0
7426,0.4,0.25,0.36,78.0,30.0
7427,0.27,0.18,0.55,56.0,90.0
7428,0.74,0.04,0.22,66.0,30.0
7429,0.5700000000000001,0.12,0.31,73.0,40.0
7430,0.12,0.34,0.53,85.0,50.0
7431,0.53,0.04,0.43,83.0,70.0
7432,0.44,0.18,0.38,63.0,100.0
7433,0.3,0.27,0.43,59.0,50.0
7434,0.21,0.09,0.7000000000000001,102.0,90.0
7435,0.51,0.27,0.22,91.0,50.0
7436,0.03,0.37,0.6,88.0,100.0
7437,0.07,0.32,0.6,51.0,100.0
7438,0.33,0.23,0.44,100.0,110.0
7439,0.48,0.24,0.29,83.0,30.0
7440,0.52,0.35000000000000003,0.13,64.0,60.0
7441,0.48,0.2,0.32,66.0,30.0
7442,0.05,0.26,0.7000000000000001,87.0,10.0
7443,0.33,0.18,0.5,71.0,130.0
7444,0.46,0.05,0.49,96.0,70.0
7445,0.26,0.58,0.17,83.0,120.0
7446,0.41000000000000003,0.18,0.41000000000000003,44.0,110.0
7447,0.67,0.13,0.19,42.0,90.0
7448,0.5700000000000001,0.32,0.12,83.0,60.0
7449,0.22,0.16,0.62,107.0,90.0
7450,0.31,0.02,0.67,84.0,50.0
7451,0.06,0.45,0.5,80.0,100.0
7452,0.42,0.33,0.25,100.0,130.0
7453,0.22,0.5,0.27,59.0,40.0
7454,0.67,0.18,0.15,104.0,60.0
7455,0.32,0.43,0.25,90.0,80.0
7456,0.07,0.43,0.5,85.0,50.0
7457,0.62,0.23,0.15,45.0,20.0
7458,0.2,0.32,0.47000000000000003,91.0,20.0
7459,0.53,0.09,0.38,87.0,130.0
7460,0.6,0.1,0.3,79.0,90.0
7461,0.6900000000000001,0.15,0.16,58.0,100.0
7462,0.34,0.22,0.44,69.0,90.0
7463,0.43,0.36,0.21,98.0,60.0
7464,0.39,0.16,0.45,109.0,100.0
7465,0.36,0.22,0.42,89.0,120.0
7466,0.08,0.17,0.75,90.0,20.0
7467,0.44,0.17,0.4,84.0,10.0
7468,0.41000000000000003,0.24,0.35000000000000003,94.0,90.0
7469,0.02,0.36,0.61,97.0,60.0
7470,0.66,0.01,0.33,93.0,70.0
7471,0.62,0.04,0.33,89.0,90.0
7472,0.5,0.03,0.47000000000000003,109.0,10.0
7473,0.25,0.25,0.5,74.0,110.0
7474,0.45,0.13,0.42,102.0,90.0
7475,0.51,0.11,0.37,80.0,60.0
7476,0.55,0.29,0.15,55.0,40.0
7477,0.14,0.1,0.76,100.0,40.0
7478,0.64,0.06,0.31,80.0,90.0
7479,0.35000000000000003,0.53,0.12,69.0,90.0
7480,0.45,0.37,0.18,81.0,50.0
7481,0.23,0.47000000000000003,0.3,55.0,70.0
7482,0.01,0.23,0.76,93.0,30.0
7483,0.52,0.07,0.41000000000000003,64.0,70.0
7484,0.31,0.27,0.42,94.0,10.0
7485,0.6900000000000001,0.04,0.27,80.0,30.0
7486,0.47000000000000003,0.2,0.33,51.0,10.0
7487,0.5,0.44,0.06,79.0,110.0
7488,0.77,0.03,0.2,49.0,20.0
7489,0.0,0.42,0.5700000000000001,96.0,50.0
7490,0.31,0.35000000000000003,0.33,51.0,130.0
7491,0.34,0.36,0.3,57.0,80.0
7492,0.52,0.13,0.35000000000000003,64.0,100.0
7493,0.44,0.11,0.45,62.0,30.0
7494,0.68,0.12,0.2,89.0,90.0
7495,0.32,0.41000000000000003,0.27,107.0,50.0
7496,0.51,0.14,0.35000000000000003,88.0,80.0
7497,0.37,0.16,0.47000000000000003,70.0,60.0
7498,0.85,0.11,0.05,47.0,20.0
7499,0.24,0.37,0.39,51.0,90.0
7500,0.25,0.03,0.72,108.0,60.0
7501,0.61,0.2,0.18,41.0,100.0
7502,0.11,0.4,0.49,52.0,90.0
7503,0.31,0.16,0.53,50.0,90.0
7504,0.46,0.14,0.4,77.0,40.0
7505,0.35000000000000003,0.22,0.43,51.0,10.0
7506,0.19,0.31,0.5,45.0,30.0
7507,0.08,0.01,0.92,77.0,120.0
7508,0.44,0.02,0.54,62.0,100.0
7509,0.31,0.24,0.45,45.0,80.0
7510,0.51,0.22,0.28,51.0,110.0
7511,0.1,0.41000000000000003,0.49,78.0,70.0
7512,0.63,0.2,0.17,103.0,100.0
7513,0.36,0.08,0.56,74.0,120.0
7514,0.58,0.31,0.11,76.0,100.0
7515,0.12,0.58,0.3,42.0,120.0
7516,0.43,0.11,0.46,85.0,80.0
7517,0.24,0.28,0.48,44.0,120.0
7518,0.54,0.0,0.46,74.0,20.0
7519,0.31,0.29,0.4,89.0,70.0
7520,0.17,0.38,0.45,84.0,40.0
7521,0.4,0.21,0.4,45.0,20.0
7522,0.16,0.27,0.5700000000000001,68.0,90.0
7523,0.35000000000000003,0.29,0.36,89.0,90.0
7524,0.5,0.23,0.27,64.0,120.0
7525,0.77,0.13,0.1,98.0,120.0
7526,0.24,0.33,0.43,81.0,50.0
7527,0.34,0.03,0.63,68.0,100.0
7528,0.42,0.19,0.39,104.0,40.0
7529,0.17,0.3,0.53,62.0,20.0
7530,0.48,0.2,0.32,86.0,60.0
7531,0.48,0.12,0.4,42.0,70.0
7532,0.21,0.05,0.75,63.0,120.0
7533,0.25,0.24,0.51,99.0,130.0
7534,0.61,0.31,0.08,95.0,130.0
7535,0.15,0.24,0.61,90.0,50.0
7536,0.02,0.5700000000000001,0.41000000000000003,64.0,60.0
7537,0.23,0.26,0.51,72.0,30.0
7538,0.59,0.4,0.0,53.0,50.0
7539,0.49,0.08,0.43,102.0,40.0
7540,0.48,0.14,0.39,87.0,40.0
7541,0.17,0.17,0.65,55.0,40.0
7542,0.74,0.12,0.14,69.0,30.0
7543,0.36,0.03,0.62,77.0,60.0
7544,0.44,0.53,0.03,46.0,10.0
7545,0.6900000000000001,0.16,0.15,71.0,70.0
7546,0.38,0.18,0.44,89.0,80.0
7547,0.38,0.27,0.35000000000000003,43.0,10.0
7548,0.4,0.05,0.55,41.0,80.0
7549,0.46,0.26,0.28,44.0,120.0
7550,0.11,0.24,0.66,109.0,120.0
7551,0.26,0.13,0.61,100.0,100.0
7552,0.18,0.28,0.53,105.0,30.0
7553,0.17,0.31,0.53,91.0,40.0
7554,0.38,0.29,0.33,56.0,90.0
7555,0.14,0.35000000000000003,0.51,108.0,80.0
7556,0.5,0.17,0.33,73.0,100.0
7557,0.32,0.17,0.51,57.0,90.0
7558,0.33,0.1,0.5700000000000001,100.0,90.0
7559,0.14,0.11,0.75,57.0,20.0
7560,0.45,0.14,0.41000000000000003,93.0,40.0
7561,0.49,0.13,0.38,89.0,90.0
7562,0.17,0.49,0.33,73.0,30.0
7563,0.2,0.23,0.58,47.0,50.0
7564,0.45,0.3,0.25,61.0,70.0
7565,0.31,0.1,0.59,58.0,10.0
7566,0.51,0.37,0.12,94.0,110.0
7567,0.4,0.27,0.33,99.0,80.0
7568,0.4,0.43,0.17,56.0,60.0
7569,0.56,0.03,0.4,85.0,40.0
7570,0.09,0.32,0.59,89.0,130.0
7571,0.43,0.06,0.51,105.0,70.0
7572,0.0,0.47000000000000003,0.53,108.0,10.0
7573,0.14,0.35000000000000003,0.5,55.0,130.0
7574,0.39,0.25,0.36,105.0,10.0
7575,0.24,0.07,0.6900000000000001,44.0,130.0
7576,0.39,0.16,0.46,91.0,100.0
7577,0.21,0.29,0.49,109.0,40.0
7578,0.31,0.43,0.25,50.0,60.0
7579,0.04,0.54,0.42,98.0,130.0
7580,0.67,0.01,0.32,109.0,40.0
7581,0.3,0.27,0.43,92.0,80.0
7582,0.42,0.27,0.3,42.0,110.0
7583,0.29,0.36,0.35000000000000003,48.0,90.0
7584,0.5700000000000001,0.14,0.29,92.0,40.0
7585,0.39,0.25,0.36,84.0,80.0
7586,0.06,0.46,0.49,87.0,100.0
7587,0.4,0.13,0.47000000000000003,87.0,90.0
7588,0.25,0.33,0.42,61.0,10.0
7589,0.36,0.52,0.12,41.0,40.0
7590,0.52,0.05,0.42,67.0,90.0
7591,0.53,0.32,0.15,94.0,60.0
